candidate_id	class	divergent
Bs46	lsr	False
Bt24	lsr	False
Bm99	lsr	False
Cd31	lsr	False
Cd16	lsr	False
Cd04	lsr	False
Cb16	lsr	True
Cp36	lsr	False
Cs56	lsr	False
Dn29	lsr	False
Enc3	lsr	True
Efs2	lsr	True
Ef01	lsr	False
Ef02	lsr	True
Ec03	lsr	False
Ec04	lsr	False
Ec05	lsr	True
Em12	lsr	False
Fp10	lsr	True
Fm04	lsr	False
Kp01	lsr	False
Kp03	lsr	False
Kp04	lsr	False
Kp05	lsr	False
Ma37	lsr	True
Me99	lsr	True
Nm60	lsr	False
No67	lsr	False
Pc01	lsr	False
Ps40	lsr	False
Pc64	lsr	True
Ph43	lsr	True
Pa01	lsr	False
Pa03	lsr	True
Pf13	lsr	False
Pf80	lsr	False
Pf15	lsr	False
Pp20	lsr	False
Ps45	lsr	False
Rb27	lsr	False
Rh64	lsr	False
Sp56	lsr	True
Sa51	lsr	True
Sa01	lsr	False
Sa02	lsr	False
Sa10	lsr	False
Sa34	lsr	False
Sm18	lsr	False
Si74	lsr	True
PhiC31	lsr	True
Td08	lsr	True
Td01	lsr	False
Vh73	lsr	False
Vh19	lsr	False
Vp82	lsr	False
resolvase__tr|A0A0D7CET7|A0A0D7CET7_9ACTN	resolvase	NA
resolvase__tr|A0A3N0C0A6|A0A3N0C0A6_9MICC	resolvase	NA
resolvase__tr|A0ABN1RCZ7|A0ABN1RCZ7_9ACTN	resolvase	NA
resolvase__tr|A0A024H213|A0A024H213_9MICC	resolvase	NA
resolvase__tr|A0A074LFE7|A0A074LFE7_9BACL	resolvase	NA
resolvase__tr|A0A081B832|A0A081B832_9HYPH	resolvase	NA
resolvase__tr|A0A0A7LEJ7|A0A0A7LEJ7_9ARCH	resolvase	NA
resolvase__tr|A0A0C3E4F0|A0A0C3E4F0_9VIBR	resolvase	NA
resolvase__tr|A0A0E4H820|A0A0E4H820_9STRE	resolvase	NA
resolvase__tr|A0A0F0H250|A0A0F0H250_LENAE	resolvase	NA
resolvase__tr|A0A0J8XWZ6|A0A0J8XWZ6_9GAMM	resolvase	NA
resolvase__tr|A0A0P9DCA8|A0A0P9DCA8_9CHLR	resolvase	NA
resolvase__tr|A0A0R3QAW0|A0A0R3QAW0_9BILA	resolvase	NA
resolvase__tr|A0A101UXS2|A0A101UXS2_9ACTN	resolvase	NA
resolvase__tr|A0A117S1I1|A0A117S1I1_9ACTN	resolvase	NA
resolvase__tr|A0A135P841|A0A135P841_9HYPH	resolvase	NA
resolvase__tr|A0A140DYC4|A0A140DYC4_9FIRM	resolvase	NA
resolvase__tr|A0A151ARG3|A0A151ARG3_9CLOT	resolvase	NA
resolvase__tr|A0A158CD55|A0A158CD55_9BURK	resolvase	NA
resolvase__tr|A0A1B7HG66|A0A1B7HG66_9ENTR	resolvase	NA
resolvase__tr|A0A1C0ZWQ4|A0A1C0ZWQ4_9BACL	resolvase	NA
resolvase__tr|A0A1C3N4N4|A0A1C3N4N4_9ACTN	resolvase	NA
resolvase__tr|A0A1C3RLC9|A0A1C3RLC9_9PROT	resolvase	NA
resolvase__tr|A0A1E1F8U3|A0A1E1F8U3_9SPHN	resolvase	NA
resolvase__tr|A0A1E5L9B1|A0A1E5L9B1_9FIRM	resolvase	NA
resolvase__tr|A0A1G8KQ90|A0A1G8KQ90_9BACI	resolvase	NA
resolvase__tr|A0A1H0KV93|A0A1H0KV93_9ACTN	resolvase	NA
resolvase__tr|A0A1H2WNM3|A0A1H2WNM3_9FLAO	resolvase	NA
resolvase__tr|A0A1H3MUA7|A0A1H3MUA7_9BACT	resolvase	NA
resolvase__tr|A0A1H6V0Y8|A0A1H6V0Y8_9FLAO	resolvase	NA
resolvase__tr|A0A1H6VLR1|A0A1H6VLR1_9GAMM	resolvase	NA
resolvase__tr|A0A1H7MLZ3|A0A1H7MLZ3_9GAMM	resolvase	NA
resolvase__tr|A0A1H8WAU9|A0A1H8WAU9_9EURY	resolvase	NA
resolvase__tr|A0A1H9ULK3|A0A1H9ULK3_9BACI	resolvase	NA
resolvase__tr|A0A1H9ULZ5|A0A1H9ULZ5_9BACI	resolvase	NA
resolvase__tr|A0A1I0A697|A0A1I0A697_9BACI	resolvase	NA
resolvase__tr|A0A1I0CN18|A0A1I0CN18_9FIRM	resolvase	NA
resolvase__tr|A0A1I0XHA6|A0A1I0XHA6_9FIRM	resolvase	NA
resolvase__tr|A0A1I4G231|A0A1I4G231_9HYPH	resolvase	NA
resolvase__tr|A0A1I5D0B9|A0A1I5D0B9_9FIRM	resolvase	NA
resolvase__tr|A0A1I5MJX4|A0A1I5MJX4_9BACI	resolvase	NA
resolvase__tr|A0A1I6D7X2|A0A1I6D7X2_9FIRM	resolvase	NA
resolvase__tr|A0A1I6YYB0|A0A1I6YYB0_9ACTN	resolvase	NA
resolvase__tr|A0A1J5N9N2|A0A1J5N9N2_9BACT	resolvase	NA
resolvase__tr|A0A1L3SXS9|A0A1L3SXS9_9HYPH	resolvase	NA
resolvase__tr|A0A3D8PMW2|A0A3D8PMW2_9BACI	resolvase	NA
resolvase__tr|A0A3D9N1M2|A0A3D9N1M2_9FLAO	resolvase	NA
resolvase__tr|A0A1M6F323|A0A1M6F323_9FIRM	resolvase	NA
resolvase__tr|A0A1M6UBL6|A0A1M6UBL6_PARC5	resolvase	NA
resolvase__tr|A0A1M6W4M9|A0A1M6W4M9_9CLOT	resolvase	NA
resolvase__tr|A0A1M7G611|A0A1M7G611_9FIRM	resolvase	NA
resolvase__tr|A0A1M7R0D7|A0A1M7R0D7_9ACTN	resolvase	NA
resolvase__tr|A0A1M7YC66|A0A1M7YC66_9FIRM	resolvase	NA
resolvase__tr|A0A1M7YKM3|A0A1M7YKM3_9BACT	resolvase	NA
resolvase__tr|A0A1Q6DVA8|A0A1Q6DVA8_METT1	resolvase	NA
resolvase__tr|A0A1Q8YBE6|A0A1Q8YBE6_9BURK	resolvase	NA
resolvase__tr|A0A438M6K1|A0A438M6K1_9ACTN	resolvase	NA
resolvase__tr|A0A439DYE8|A0A439DYE8_9MYCO	resolvase	NA
resolvase__tr|A0A4D6HD14|A0A4D6HD14_9EURY	resolvase	NA
resolvase__tr|A0A4D7CAB2|A0A4D7CAB2_9SPHN	resolvase	NA
resolvase__tr|A0A4D7CSM8|A0A4D7CSM8_9ENTE	resolvase	NA
resolvase__tr|A0A4P2VEF9|A0A4P2VEF9_9ARCH	resolvase	NA
resolvase__tr|A0A4P6K2T0|A0A4P6K2T0_KTERU	resolvase	NA
resolvase__tr|A0A1R4FQ66|A0A1R4FQ66_9MICC	resolvase	NA
resolvase__tr|A0A1S2M7D6|A0A1S2M7D6_9BACI	resolvase	NA
resolvase__tr|A0A1S8T7N2|A0A1S8T7N2_9CLOT	resolvase	NA
resolvase__tr|A0A1S9ZIF3|A0A1S9ZIF3_9STRE	resolvase	NA
resolvase__tr|A0A1T4K5P8|A0A1T4K5P8_9FUSO	resolvase	NA
resolvase__tr|A0A1T5ECA1|A0A1T5ECA1_9FLAO	resolvase	NA
resolvase__tr|A0A1T5JBI0|A0A1T5JBI0_9MICO	resolvase	NA
resolvase__tr|A0A1U7NJA2|A0A1U7NJA2_9FIRM	resolvase	NA
resolvase__tr|A0A1V0GRJ1|A0A1V0GRJ1_9RHOB	resolvase	NA
resolvase__tr|A0A1V0RV79|A0A1V0RV79_9RHOB	resolvase	NA
resolvase__tr|A0A1X7AGX6|A0A1X7AGX6_9GAMM	resolvase	NA
resolvase__tr|A0A1Y6BST5|A0A1Y6BST5_9BACT	resolvase	NA
resolvase__tr|A0A1Z2XWL4|A0A1Z2XWL4_9FIRM	resolvase	NA
resolvase__tr|A0A223KW88|A0A223KW88_9BACI	resolvase	NA
resolvase__tr|A0A238JK04|A0A238JK04_9RHOB	resolvase	NA
resolvase__tr|A0A254N1V7|A0A254N1V7_9BURK	resolvase	NA
resolvase__tr|A0A255GLB0|A0A255GLB0_9ACTN	resolvase	NA
resolvase__tr|A0A256A374|A0A256A374_9FLAO	resolvase	NA
resolvase__tr|A0A267MHC5|A0A267MHC5_9FIRM	resolvase	NA
resolvase__tr|A0A285PF77|A0A285PF77_9HYPH	resolvase	NA
resolvase__tr|A0A2A3YM84|A0A2A3YM84_9MICO	resolvase	NA
resolvase__tr|A0A2H1JTF3|A0A2H1JTF3_9MICO	resolvase	NA
resolvase__tr|A0A2H4UTD8|A0A2H4UTD8_9VIRU	resolvase	NA
resolvase__tr|A0A2H4ZHX2|A0A2H4ZHX2_ACIPI	resolvase	NA
resolvase__tr|A0A2H5BLK4|A0A2H5BLK4_9CAUD	resolvase	NA
resolvase__tr|A0A2K9P579|A0A2K9P579_9FIRM	resolvase	NA
resolvase__tr|A0A2K9V3S9|A0A2K9V3S9_9CAUD	resolvase	NA
resolvase__tr|A0A2M8RFM2|A0A2M8RFM2_9BRAD	resolvase	NA
resolvase__tr|A0A2M9C0K2|A0A2M9C0K2_9MICO	resolvase	NA
resolvase__tr|A0A2M9G569|A0A2M9G569_9PROT	resolvase	NA
resolvase__tr|A0A2N9JG27|A0A2N9JG27_9ACTN	resolvase	NA
resolvase__tr|A0A2N9W059|A0A2N9W059_9HYPH	resolvase	NA
resolvase__tr|A0A2P7NVX6|A0A2P7NVX6_9PROT	resolvase	NA
resolvase__tr|A0A2S2DDW5|A0A2S2DDW5_9BURK	resolvase	NA
resolvase__tr|A0A2S7IJ73|A0A2S7IJ73_9BACT	resolvase	NA
resolvase__tr|A0A2S7WH10|A0A2S7WH10_9FLAO	resolvase	NA
resolvase__tr|A0A2S8SP70|A0A2S8SP70_9BACT	resolvase	NA
resolvase__tr|A0A2S9VBJ7|A0A2S9VBJ7_9ALTE	resolvase	NA
resolvase__tr|A0A2T3FNQ8|A0A2T3FNQ8_9CLOT	resolvase	NA
resolvase__tr|A0A2U1F6Q5|A0A2U1F6Q5_9PSEU	resolvase	NA
resolvase__tr|A0A2U2DP30|A0A2U2DP30_9HYPH	resolvase	NA
resolvase__tr|A0A2U3NKI4|A0A2U3NKI4_9MYCO	resolvase	NA
resolvase__tr|A0A2V1JPB1|A0A2V1JPB1_EUBRA	resolvase	NA
resolvase__tr|A0A2W7P981|A0A2W7P981_9BACI	resolvase	NA
resolvase__tr|A0A315ZSH4|A0A315ZSH4_9FIRM	resolvase	NA
resolvase__tr|A0A317PZU6|A0A317PZU6_9ENTR	resolvase	NA
resolvase__tr|A0A326TPW2|A0A326TPW2_THEHA	resolvase	NA
resolvase__tr|A0A328UK56|A0A328UK56_9FIRM	resolvase	NA
resolvase__tr|A0A330HT40|A0A330HT40_9HYPH	resolvase	NA
resolvase__tr|A0A345STB8|A0A345STB8_9ACTN	resolvase	NA
resolvase__tr|A0A366E4A5|A0A366E4A5_9BACI	resolvase	NA
resolvase__tr|A0A366I5D1|A0A366I5D1_9GAMM	resolvase	NA
resolvase__tr|A0A3M8A7B7|A0A3M8A7B7_9MICO	resolvase	NA
resolvase__tr|A0A3N0CD24|A0A3N0CD24_9ACTN	resolvase	NA
resolvase__tr|A0A3N1KQ82|A0A3N1KQ82_9PROT	resolvase	NA
resolvase__tr|A0A3P5XC68|A0A3P5XC68_9MICC	resolvase	NA
resolvase__tr|A0A401ICM6|A0A401ICM6_APHSA	resolvase	NA
resolvase__tr|A0A417Y5B1|A0A417Y5B1_9ACTN	resolvase	NA
resolvase__tr|A0A418IF48|A0A418IF48_9STAP	resolvase	NA
resolvase__tr|A0A426DL19|A0A426DL19_9FIRM	resolvase	NA
resolvase__tr|A0A9X1XT07|A0A9X1XT07_9FLAO	resolvase	NA
resolvase__tr|A0A9X2HL88|A0A9X2HL88_9SPHN	resolvase	NA
resolvase__tr|A0A9X2KA37|A0A9X2KA37_9ACTN	resolvase	NA
resolvase__tr|A0A9X2NWD4|A0A9X2NWD4_9BACE	resolvase	NA
resolvase__tr|A0A9X3PVK1|A0A9X3PVK1_9ACTN	resolvase	NA
resolvase__tr|A0A9X3WJ94|A0A9X3WJ94_9BACI	resolvase	NA
resolvase__tr|A0A4Q2S0I1|A0A4Q2S0I1_9ACTN	resolvase	NA
resolvase__tr|A0A4Q7KUG5|A0A4Q7KUG5_9PSEU	resolvase	NA
resolvase__tr|A0A4Q9BGJ9|A0A4Q9BGJ9_9BACT	resolvase	NA
resolvase__tr|A0A4R4ZZW9|A0A4R4ZZW9_9ACTN	resolvase	NA
resolvase__tr|A0A4S1DX73|A0A4S1DX73_9FLAO	resolvase	NA
resolvase__tr|A0A4S2HGR4|A0A4S2HGR4_9PROT	resolvase	NA
resolvase__tr|A0A4V2G9R9|A0A4V2G9R9_9MICC	resolvase	NA
resolvase__tr|A0A4Y9L6J1|A0A4Y9L6J1_9BRAD	resolvase	NA
resolvase__tr|A0A4Z0P2V0|A0A4Z0P2V0_SALET	resolvase	NA
resolvase__tr|A0A504JFC0|A0A504JFC0_9FLAO	resolvase	NA
resolvase__tr|A0A506U1X8|A0A506U1X8_9HYPH	resolvase	NA
resolvase__tr|A0A512BW49|A0A512BW49_9HYPH	resolvase	NA
resolvase__tr|A0A512IIA5|A0A512IIA5_9MICC	resolvase	NA
resolvase__tr|A0A517NXH9|A0A517NXH9_9BACT	resolvase	NA
resolvase__tr|A0A517PT06|A0A517PT06_9PLAN	resolvase	NA
resolvase__tr|A0A517SED1|A0A517SED1_9PLAN	resolvase	NA
resolvase__tr|A0A521FIB2|A0A521FIB2_9BACL	resolvase	NA
resolvase__tr|A0A542DNN0|A0A542DNN0_AMYCI	resolvase	NA
resolvase__tr|A0A554VHG0|A0A554VHG0_9FLAO	resolvase	NA
resolvase__tr|A0A561Q2T1|A0A561Q2T1_9BACT	resolvase	NA
resolvase__tr|A0A561V7R3|A0A561V7R3_9PSEU	resolvase	NA
resolvase__tr|A0A563EH88|A0A563EH88_9PSEU	resolvase	NA
resolvase__tr|A0A563EHH4|A0A563EHH4_9PSEU	resolvase	NA
resolvase__tr|A0A564G7V7|A0A564G7V7_9HYPH	resolvase	NA
resolvase__tr|A0A564WKB3|A0A564WKB3_9FIRM	resolvase	NA
resolvase__tr|A0A5A5T9H8|A0A5A5T9H8_9CHLR	resolvase	NA
resolvase__tr|A0A5B9W5C4|A0A5B9W5C4_9BACT	resolvase	NA
resolvase__tr|A0A5C1AFI3|A0A5C1AFI3_9BACT	resolvase	NA
resolvase__tr|A0A5C6AXH3|A0A5C6AXH3_9PLAN	resolvase	NA
resolvase__tr|A0A5C6BR06|A0A5C6BR06_9PLAN	resolvase	NA
resolvase__tr|A0A5C8NRU7|A0A5C8NRU7_9BACI	resolvase	NA
resolvase__tr|A0A5J4KMK2|A0A5J4KMK2_9CHLR	resolvase	NA
resolvase__tr|A0A5N7MS55|A0A5N7MS55_9HYPH	resolvase	NA
resolvase__tr|A0A5P9XPS0|A0A5P9XPS0_ACITH	resolvase	NA
resolvase__tr|A0A5S4FGQ4|A0A5S4FGQ4_9ACTN	resolvase	NA
resolvase__tr|A0A662ZK13|A0A662ZK13_9GAMM	resolvase	NA
resolvase__tr|A0A6C2U822|A0A6C2U822_PONDE	resolvase	NA
resolvase__tr|A0A6H9WV66|A0A6H9WV66_9MICO	resolvase	NA
resolvase__tr|A0A6I1FC93|A0A6I1FC93_9BACI	resolvase	NA
resolvase__tr|A0A6I2ULQ4|A0A6I2ULQ4_9FIRM	resolvase	NA
resolvase__tr|A0A6J5EMQ7|A0A6J5EMQ7_9BURK	resolvase	NA
resolvase__tr|A0A6L8TGL8|A0A6L8TGL8_9FIRM	resolvase	NA
resolvase__tr|A0A6M8FH19|A0A6M8FH19_9GAMM	resolvase	NA
resolvase__tr|A0A6N7IR93|A0A6N7IR93_9FIRM	resolvase	NA
resolvase__tr|A0A6N7W148|A0A6N7W148_9FIRM	resolvase	NA
resolvase__tr|A0A9Q3VZ53|A0A9Q3VZ53_9ACTN	resolvase	NA
resolvase__tr|A0A9Q4AZC0|A0A9Q4AZC0_SALAG	resolvase	NA
resolvase__tr|A0A9R1D706|A0A9R1D706_9EURY	resolvase	NA
resolvase__tr|A0A9W4SLI9|A0A9W4SLI9_9GLOM	resolvase	NA
resolvase__tr|A0A9W6D0C0|A0A9W6D0C0_9MICO	resolvase	NA
resolvase__tr|A0A9W6IJL5|A0A9W6IJL5_9PROT	resolvase	NA
resolvase__tr|A0A9W6MCY0|A0A9W6MCY0_9ACTN	resolvase	NA
resolvase__tr|A0A9W6W7I1|A0A9W6W7I1_9ACTN	resolvase	NA
resolvase__tr|A0A9P1JZU4|A0A9P1JZU4_9PROT	resolvase	NA
resolvase__tr|A0A975TQQ7|A0A975TQQ7_9RHOB	resolvase	NA
resolvase__tr|A0A975WFW4|A0A975WFW4_9RHOB	resolvase	NA
resolvase__tr|A0A9E6R867|A0A9E6R867_9HYPH	resolvase	NA
resolvase__tr|A0A975C080|A0A975C080_9CAUL	resolvase	NA
resolvase__tr|A0A6N8HZB5|A0A6N8HZB5_9FIRM	resolvase	NA
resolvase__tr|A0A6N8IM45|A0A6N8IM45_9BURK	resolvase	NA
resolvase__tr|A0A6P1TLM5|A0A6P1TLM5_9FIRM	resolvase	NA
resolvase__tr|A0A7C9FC47|A0A7C9FC47_9BACT	resolvase	NA
resolvase__tr|A0A7H0GY42|A0A7H0GY42_9BACT	resolvase	NA
resolvase__tr|A0A7H9ARI1|A0A7H9ARI1_9FLAO	resolvase	NA
resolvase__tr|A0A7I7RXD9|A0A7I7RXD9_9MYCO	resolvase	NA
resolvase__tr|A0AA35XB45|A0AA35XB45_GEOBA	resolvase	NA
resolvase__tr|A0AA36UV36|A0AA36UV36_VIBAL	resolvase	NA
resolvase__tr|A0AA37WPE2|A0AA37WPE2_9HYPH	resolvase	NA
resolvase__tr|A0AA41Z0Z2|A0AA41Z0Z2_9HYPH	resolvase	NA
resolvase__tr|A0AA49JYW2|A0AA49JYW2_9BACT	resolvase	NA
resolvase__tr|A0A7K1UE30|A0A7K1UE30_9BACT	resolvase	NA
resolvase__tr|A0A7V8NN91|A0A7V8NN91_9BACT	resolvase	NA
resolvase__tr|A0A7V8NW15|A0A7V8NW15_9BACT	resolvase	NA
resolvase__tr|A0A7V8V6X5|A0A7V8V6X5_9BACT	resolvase	NA
resolvase__tr|A0A7W4VK59|A0A7W4VK59_9HYPH	resolvase	NA
resolvase__tr|A0A7W6CFC7|A0A7W6CFC7_9SPHN	resolvase	NA
resolvase__tr|A0A7W6PXB8|A0A7W6PXB8_9SPHN	resolvase	NA
resolvase__tr|A0A7W7SC61|A0A7W7SC61_9ACTN	resolvase	NA
resolvase__tr|A0A7W7ZK78|A0A7W7ZK78_9BACT	resolvase	NA
resolvase__tr|A0A7W8BPQ9|A0A7W8BPQ9_9ACTN	resolvase	NA
resolvase__tr|A0A7W9A4N9|A0A7W9A4N9_9CAUL	resolvase	NA
resolvase__tr|A0A7W9HJX6|A0A7W9HJX6_9PSEU	resolvase	NA
resolvase__tr|A0A7X0H771|A0A7X0H771_9BACT	resolvase	NA
resolvase__tr|A0A7X0H9G9|A0A7X0H9G9_9BACT	resolvase	NA
resolvase__tr|A0A7X1TDY2|A0A7X1TDY2_9BURK	resolvase	NA
resolvase__tr|A0A7X3JZS5|A0A7X3JZS5_9BACL	resolvase	NA
resolvase__tr|A0A7X3SN24|A0A7X3SN24_9HYPH	resolvase	NA
resolvase__tr|A0A7X4LKU8|A0A7X4LKU8_9VIBR	resolvase	NA
resolvase__tr|A0A7X8SJ35|A0A7X8SJ35_9BACT	resolvase	NA
resolvase__tr|A0A7X8TQR3|A0A7X8TQR3_9VIBR	resolvase	NA
resolvase__tr|A0A7Y0Q360|A0A7Y0Q360_9FIRM	resolvase	NA
resolvase__tr|A0A7Y3S8J2|A0A7Y3S8J2_9HYPH	resolvase	NA
resolvase__tr|A0A7Z9CSI9|A0A7Z9CSI9_RAOTE	resolvase	NA
resolvase__tr|A0A809S8K2|A0A809S8K2_9PROT	resolvase	NA
resolvase__tr|A0A810Q5V8|A0A810Q5V8_9FIRM	resolvase	NA
resolvase__tr|A0A810QA62|A0A810QA62_9FIRM	resolvase	NA
resolvase__tr|A0A829HD96|A0A829HD96_9GAMM	resolvase	NA
resolvase__tr|A0A839HLT9|A0A839HLT9_9GAMM	resolvase	NA
resolvase__tr|A0A839QEG9|A0A839QEG9_9MICC	resolvase	NA
resolvase__tr|A0A839RQL3|A0A839RQL3_9ACTN	resolvase	NA
resolvase__tr|A0A840ESQ6|A0A840ESQ6_9ACTN	resolvase	NA
resolvase__tr|A0A840YRP3|A0A840YRP3_9SPHN	resolvase	NA
resolvase__tr|A0A841EHF1|A0A841EHF1_9ACTN	resolvase	NA
resolvase__tr|A0A841HYW4|A0A841HYW4_9DEIO	resolvase	NA
resolvase__tr|A0A845HXN8|A0A845HXN8_9BURK	resolvase	NA
resolvase__tr|A0A852VIZ4|A0A852VIZ4_9BACT	resolvase	NA
resolvase__tr|A0A8B2NG77|A0A8B2NG77_9HYPH	resolvase	NA
resolvase__tr|A0A8D5FJR5|A0A8D5FJR5_9BACT	resolvase	NA
resolvase__tr|A0A8I0DR17|A0A8I0DR17_9FIRM	resolvase	NA
resolvase__tr|A0A8J3AZA1|A0A8J3AZA1_9ACTN	resolvase	NA
resolvase__tr|A0A8J3HD98|A0A8J3HD98_9RHOB	resolvase	NA
resolvase__tr|A0A8J3I7I2|A0A8J3I7I2_9CHLR	resolvase	NA
resolvase__tr|A0A8J3IH44|A0A8J3IH44_9CHLR	resolvase	NA
resolvase__tr|A0A8J3UQF3|A0A8J3UQF3_9ACTN	resolvase	NA
resolvase__tr|A0A8J3VJK8|A0A8J3VJK8_9ACTN	resolvase	NA
resolvase__tr|A0A8J6IZ20|A0A8J6IZ20_9FIRM	resolvase	NA
resolvase__tr|A0A8J6TX31|A0A8J6TX31_9HYPH	resolvase	NA
resolvase__tr|A0A8J7W0X7|A0A8J7W0X7_9FIRM	resolvase	NA
resolvase__tr|A0A8J7W3P0|A0A8J7W3P0_9FIRM	resolvase	NA
resolvase__tr|A0A8T9Q4U1|A0A8T9Q4U1_9BACT	resolvase	NA
resolvase__tr|A0A918D4F5|A0A918D4F5_9BACI	resolvase	NA
resolvase__tr|A0A920CB17|A0A920CB17_9BACL	resolvase	NA
resolvase__tr|A0A923M5E0|A0A923M5E0_9BURK	resolvase	NA
resolvase__tr|A0A926EL41|A0A926EL41_9FIRM	resolvase	NA
resolvase__tr|A0A926I4C4|A0A926I4C4_9FIRM	resolvase	NA
resolvase__tr|A0A927CPY8|A0A927CPY8_9BACL	resolvase	NA
resolvase__tr|A0A931CEZ1|A0A931CEZ1_9ACTN	resolvase	NA
resolvase__tr|A0A931CRX9|A0A931CRX9_9MICC	resolvase	NA
resolvase__tr|A0A931FI87|A0A931FI87_9ACTN	resolvase	NA
resolvase__tr|A0A934N5R3|A0A934N5R3_9BACT	resolvase	NA
resolvase__tr|A0A934N688|A0A934N688_9BACT	resolvase	NA
resolvase__tr|A0A934NV44|A0A934NV44_9NOCA	resolvase	NA
resolvase__tr|A0A934QRT7|A0A934QRT7_9PSEU	resolvase	NA
resolvase__tr|A0A934WS51|A0A934WS51_9FIRM	resolvase	NA
resolvase__tr|A0AAU0PYP5|A0AAU0PYP5_9CORY	resolvase	NA
resolvase__tr|A0AAU0UPA7|A0AAU0UPA7_9FIRM	resolvase	NA
resolvase__tr|A0AAW5NA38|A0AAW5NA38_9BACT	resolvase	NA
resolvase__tr|A0AB35WYV1|A0AB35WYV1_9PSED	resolvase	NA
resolvase__tr|A0AB35XZS8|A0AB35XZS8_9FIRM	resolvase	NA
resolvase__tr|A0ABD5Q2U8|A0ABD5Q2U8_9EURY	resolvase	NA
resolvase__tr|A0ABD5WDU0|A0ABD5WDU0_9EURY	resolvase	NA
resolvase__tr|A0ABM8VLA4|A0ABM8VLA4_9BACL	resolvase	NA
resolvase__tr|A0ABN1EUL3|A0ABN1EUL3_9PROT	resolvase	NA
resolvase__tr|A0ABN1T6S4|A0ABN1T6S4_9ACTN	resolvase	NA
resolvase__tr|A0ABN2Q393|A0ABN2Q393_9PSEU	resolvase	NA
resolvase__tr|A0ABN2RW63|A0ABN2RW63_9ACTN	resolvase	NA
resolvase__tr|A0ABN5M647|A0ABN5M647_9RHOB	resolvase	NA
resolvase__tr|A0ABN5M6U8|A0ABN5M6U8_9RHOB	resolvase	NA
resolvase__tr|A0ABN6XKF0|A0ABN6XKF0_9CELL	resolvase	NA
resolvase__tr|A0ABP1WGZ1|A0ABP1WGZ1_9FIRM	resolvase	NA
resolvase__tr|A0ABP1WM85|A0ABP1WM85_9VIBR	resolvase	NA
resolvase__tr|A0ABP2IAH8|A0ABP2IAH8_CORAM	resolvase	NA
resolvase__tr|A0ABP3NBD4|A0ABP3NBD4_9PSEU	resolvase	NA
resolvase__tr|A0ABP5IRQ6|A0ABP5IRQ6_9ACTN	resolvase	NA
resolvase__tr|A0ABP6E3D9|A0ABP6E3D9_9ACTN	resolvase	NA
resolvase__tr|A0ABP6H2A5|A0ABP6H2A5_9ACTN	resolvase	NA
resolvase__tr|A0ABP6SRN7|A0ABP6SRN7_9ACTN	resolvase	NA
resolvase__tr|A0ABP6YMD2|A0ABP6YMD2_9ACTN	resolvase	NA
resolvase__tr|A0ABP7WZV7|A0ABP7WZV7_9SPHI	resolvase	NA
resolvase__tr|A0ABP8WAJ9|A0ABP8WAJ9_9PSEU	resolvase	NA
resolvase__tr|A0ABP8X439|A0ABP8X439_9ACTN	resolvase	NA
resolvase__tr|A0ABP9LZS1|A0ABP9LZS1_9FLAO	resolvase	NA
resolvase__tr|A0ABQ1BLH3|A0ABQ1BLH3_9MYCO	resolvase	NA
