candidate_id	class	divergent
resolvase__tr|A0ABQ1BP43|A0ABQ1BP43_9MYCO	resolvase	NA
resolvase__tr|A0ABQ1S2B5|A0ABQ1S2B5_9SPHN	resolvase	NA
resolvase__tr|A0ABQ3INI7|A0ABQ3INI7_9GAMM	resolvase	NA
resolvase__tr|A0ABQ3QQR7|A0ABQ3QQR7_9ACTN	resolvase	NA
resolvase__tr|A0ABQ3SL73|A0ABQ3SL73_9ACTN	resolvase	NA
resolvase__tr|A0ABQ3TUV5|A0ABQ3TUV5_STRHY	resolvase	NA
resolvase__tr|A0ABQ3VMF1|A0ABQ3VMF1_9CHLR	resolvase	NA
resolvase__tr|A0ABQ5PNS2|A0ABQ5PNS2_9PSED	resolvase	NA
resolvase__tr|A0ABQ5SSA0|A0ABQ5SSA0_9ACTN	resolvase	NA
resolvase__tr|A0ABQ6H0Y0|A0ABQ6H0Y0_9GAMM	resolvase	NA
resolvase__tr|A0ABQ6UD91|A0ABQ6UD91_9ACTN	resolvase	NA
resolvase__tr|A0ABR5V602|A0ABR5V602_9CORY	resolvase	NA
resolvase__tr|A0ABR6CG74|A0ABR6CG74_9HYPH	resolvase	NA
resolvase__tr|A0ABR6RJJ1|A0ABR6RJJ1_9BURK	resolvase	NA
resolvase__tr|A0ABR7HHT4|A0ABR7HHT4_9FIRM	resolvase	NA
resolvase__tr|A0ABR7N1K1|A0ABR7N1K1_9FIRM	resolvase	NA
resolvase__tr|A0ABR7QFK3|A0ABR7QFK3_9FLAO	resolvase	NA
resolvase__tr|A0ABR7SU43|A0ABR7SU43_9ACTN	resolvase	NA
resolvase__tr|A0ABR7T1D3|A0ABR7T1D3_HELCL	resolvase	NA
resolvase__tr|A0ABV1F7L3|A0ABV1F7L3_9BACI	resolvase	NA
resolvase__tr|A0ABV1GH12|A0ABV1GH12_9FIRM	resolvase	NA
resolvase__tr|A0ABY8KKB2|A0ABY8KKB2_9BACI	resolvase	NA
resolvase__tr|A0ABY8N525|A0ABY8N525_9FLAO	resolvase	NA
resolvase__tr|A0ABY4CGY1|A0ABY4CGY1_9BACL	resolvase	NA
resolvase__tr|A0ABR9S2Z1|A0ABR9S2Z1_9BURK	resolvase	NA
resolvase__tr|A0ABR9YHP2|A0ABR9YHP2_9PROT	resolvase	NA
resolvase__tr|A0ABS3HUP2|A0ABS3HUP2_9ENTE	resolvase	NA
resolvase__tr|A0ABS3QN70|A0ABS3QN70_9BACT	resolvase	NA
resolvase__tr|A0ABS3RG04|A0ABS3RG04_9ACTN	resolvase	NA
resolvase__tr|A0ABS4JDB4|A0ABS4JDB4_9BACL	resolvase	NA
resolvase__tr|A0ABS4R104|A0ABS4R104_9HYPH	resolvase	NA
resolvase__tr|A0ABS4TGC5|A0ABS4TGC5_9PSEU	resolvase	NA
resolvase__tr|A0A369BA23|A0A369BA23_9FIRM	resolvase	NA
resolvase__tr|A0ABV1LE10|A0ABV1LE10_9GAMM	resolvase	NA
resolvase__tr|A0ABV1MN90|A0ABV1MN90_9BACI	resolvase	NA
resolvase__tr|A0ABV2CPF4|A0ABV2CPF4_9RHOO	resolvase	NA
resolvase__tr|A0ABV2DSM7|A0ABV2DSM7_9HYPH	resolvase	NA
resolvase__tr|A0ABS5NI91|A0ABS5NI91_TSUPA	resolvase	NA
resolvase__tr|A0ABS6AUA9|A0ABS6AUA9_9NOCA	resolvase	NA
resolvase__tr|A0ABS9M9G3|A0ABS9M9G3_9FIRM	resolvase	NA
resolvase__tr|A0ABT1ECK5|A0ABT1ECK5_9FIRM	resolvase	NA
resolvase__tr|A0ABT1ZIB1|A0ABT1ZIB1_9MICO	resolvase	NA
resolvase__tr|A0ABT2ANJ4|A0ABT2ANJ4_9BURK	resolvase	NA
resolvase__tr|A0ABT2RID7|A0ABT2RID7_9FIRM	resolvase	NA
resolvase__tr|A0ABT2SRK8|A0ABT2SRK8_9FIRM	resolvase	NA
resolvase__tr|A0ABT2U1R0|A0ABT2U1R0_9FIRM	resolvase	NA
resolvase__tr|A0ABT2WXD4|A0ABT2WXD4_9RHOB	resolvase	NA
resolvase__tr|A0ABT3N5J5|A0ABT3N5J5_9BACT	resolvase	NA
resolvase__tr|A0ABT3QHL8|A0ABT3QHL8_9PROT	resolvase	NA
resolvase__tr|A0ABT5QW36|A0ABT5QW36_9GAMM	resolvase	NA
resolvase__tr|A0ABT5WTW3|A0ABT5WTW3_9SPHN	resolvase	NA
resolvase__tr|A0ABT6FE92|A0ABT6FE92_9BACT	resolvase	NA
resolvase__tr|A0ABT6H7Z2|A0ABT6H7Z2_9BACI	resolvase	NA
resolvase__tr|A0ABT6W2P8|A0ABT6W2P8_9ACTN	resolvase	NA
resolvase__tr|A0ABT6WVJ2|A0ABT6WVJ2_9ACTN	resolvase	NA
resolvase__tr|A0ABT6X1P8|A0ABT6X1P8_9ACTN	resolvase	NA
resolvase__tr|A0ABT7GS66|A0ABT7GS66_9ACTN	resolvase	NA
resolvase__tr|A0ABT8IMH5|A0ABT8IMH5_9BACL	resolvase	NA
resolvase__tr|A0ABT8LXT9|A0ABT8LXT9_9GAMM	resolvase	NA
resolvase__tr|A0ABT8SPH0|A0ABT8SPH0_9CAUL	resolvase	NA
resolvase__tr|A0ABT8VL58|A0ABT8VL58_9BACL	resolvase	NA
resolvase__tr|A0ABU0HC95|A0ABU0HC95_9HYPH	resolvase	NA
resolvase__tr|A0ABU0VQZ3|A0ABU0VQZ3_9GAMM	resolvase	NA
resolvase__tr|A0ABU1KW96|A0ABU1KW96_9BURK	resolvase	NA
resolvase__tr|A0ABU1LZZ6|A0ABU1LZZ6_9BURK	resolvase	NA
resolvase__tr|A0ABU1Y9L0|A0ABU1Y9L0_9FLAO	resolvase	NA
resolvase__tr|A0ABU3SES2|A0ABU3SES2_9HYPH	resolvase	NA
resolvase__tr|A0ABU5XZT9|A0ABU5XZT9_9MYCO	resolvase	NA
resolvase__tr|A0ABU7YEC6|A0ABU7YEC6_9ACTN	resolvase	NA
resolvase__tr|A0ABU8SVK9|A0ABU8SVK9_9GAMM	resolvase	NA
resolvase__tr|A0ABU9MLY3|A0ABU9MLY3_9GAMM	resolvase	NA
resolvase__tr|A0ABV0AU80|A0ABV0AU80_9ACTN	resolvase	NA
resolvase__tr|A0ABV0M677|A0ABV0M677_9HYPH	resolvase	NA
resolvase__tr|A0ABV1BQV7|A0ABV1BQV7_9FIRM	resolvase	NA
resolvase__tr|A0ABY4WJ65|A0ABY4WJ65_9BACL	resolvase	NA
resolvase__tr|A0A381J8M8|A0A381J8M8_9CLOT	resolvase	NA
resolvase__tr|A0ABV3V048|A0ABV3V048_9MICC	resolvase	NA
resolvase__tr|A0ABV3YC51|A0ABV3YC51_FUSVC	resolvase	NA
resolvase__tr|A0ABV4GMJ7|A0ABV4GMJ7_9BRAD	resolvase	NA
resolvase__tr|A0ABV6AVW8|A0ABV6AVW8_9DEIO	resolvase	NA
resolvase__tr|A0ABV6KQN3|A0ABV6KQN3_9BACI	resolvase	NA
resolvase__tr|A0ABV6S5V7|A0ABV6S5V7_9SPHN	resolvase	NA
resolvase__tr|A0ABV8GQR0|A0ABV8GQR0_9ACTN	resolvase	NA
resolvase__tr|A0ABV8IUT8|A0ABV8IUT8_9ACTN	resolvase	NA
resolvase__tr|A0ABV9FZ53|A0ABV9FZ53_9ACTN	resolvase	NA
resolvase__tr|A0ABV9WHZ9|A0ABV9WHZ9_9ACTN	resolvase	NA
resolvase__tr|A0ABW0TTV2|A0ABW0TTV2_9BACL	resolvase	NA
resolvase__tr|A0ABW1F3H3|A0ABW1F3H3_9ACTN	resolvase	NA
resolvase__tr|A0ABW1KMN7|A0ABW1KMN7_9ACTN	resolvase	NA
resolvase__tr|A0ABW1KTX7|A0ABW1KTX7_9PROT	resolvase	NA
resolvase__tr|A0ABW2KNI0|A0ABW2KNI0_9ACTN	resolvase	NA
resolvase__tr|A0ABW2UFR4|A0ABW2UFR4_9RHOB	resolvase	NA
resolvase__tr|A0ABW2XJP4|A0ABW2XJP4_9ACTN	resolvase	NA
resolvase__tr|A0ABW3T0C5|A0ABW3T0C5_9CAUL	resolvase	NA
resolvase__tr|A0ABW4GUJ4|A0ABW4GUJ4_9ACTN	resolvase	NA
resolvase__tr|A0ABW4JS48|A0ABW4JS48_9BACL	resolvase	NA
resolvase__tr|A0ABW4M7H4|A0ABW4M7H4_9HYPH	resolvase	NA
resolvase__tr|A0ABW4V306|A0ABW4V306_9MICO	resolvase	NA
resolvase__tr|A0ABW5G4Q2|A0ABW5G4Q2_9PSEU	resolvase	NA
resolvase__tr|A0ABW5GP34|A0ABW5GP34_9PSEU	resolvase	NA
resolvase__tr|A0ABW5PXA3|A0ABW5PXA3_9BACI	resolvase	NA
resolvase__tr|A0ABW5WX39|A0ABW5WX39_9STAP	resolvase	NA
resolvase__tr|A0ABW6CP20|A0ABW6CP20_9CAUL	resolvase	NA
resolvase__tr|A0ABW7YKQ5|A0ABW7YKQ5_9ACTN	resolvase	NA
resolvase__tr|A0ABW7Z2Q6|A0ABW7Z2Q6_9ACTN	resolvase	NA
resolvase__tr|A0ABW8SJI1|A0ABW8SJI1_9CLOT	resolvase	NA
resolvase__tr|A0ABW9CL28|A0ABW9CL28_9BURK	resolvase	NA
resolvase__tr|A0ABX0ALC6|A0ABX0ALC6_9GAMM	resolvase	NA
tyrosine__sp|O25386|XERH_HELPY	tyrosine	NA
tyrosine__sp|P32053|INTA_ECOLI	tyrosine	NA
tyrosine__sp|A2RKP9|XERS_LACLM	tyrosine	NA
tyrosine__sp|B5YFZ8|XERC_THEYD	tyrosine	NA
tyrosine__sp|B7GQE1|XERC_BIFLS	tyrosine	NA
tyrosine__sp|C0H5A8|INT_PLAF7	tyrosine	NA
tyrosine__sp|O31087|XERC_SERMA	tyrosine	NA
tyrosine__sp|O34336|YOPP_BACSU	tyrosine	NA
tyrosine__sp|O84351|XERC_CHLTR	tyrosine	NA
tyrosine__sp|O84872|XERD_CHLTR	tyrosine	NA
tyrosine__sp|P06155|VINT_BPPH8	tyrosine	NA
tyrosine__sp|P06723|VINT_BP186	tyrosine	NA
tyrosine__sp|P06956|RECR_BPP1	tyrosine	NA
tyrosine__sp|P08320|VINT_BPP4	tyrosine	NA
tyrosine__sp|P0ADH7|FIME_ECOLI	tyrosine	NA
tyrosine__sp|P0CE19|GP7D_CHLTH	tyrosine	NA
tyrosine__sp|P20709|VINT_BPL54	tyrosine	NA
tyrosine__sp|P22877|INTR_SACER	tyrosine	NA
tyrosine__sp|P24218|INTD_ECOLI	tyrosine	NA
tyrosine__sp|P27078|VINT_BP434	tyrosine	NA
tyrosine__sp|P36932|VINT_BPP2	tyrosine	NA
tyrosine__sp|P37326|INTS_ECOLI	tyrosine	NA
tyrosine__sp|P42540|VINT_BPL2	tyrosine	NA
tyrosine__sp|P46352|XERD_BACSU	tyrosine	NA
tyrosine__sp|P62590|INT2_ECOLX	tyrosine	NA
tyrosine__sp|P71298|INTF_ECOLI	tyrosine	NA
tyrosine__sp|P75969|INTE_ECOLI	tyrosine	NA
tyrosine__sp|P76056|INTR_ECOLI	tyrosine	NA
tyrosine__sp|P76168|INTQ_ECOLI	tyrosine	NA
tyrosine__sp|P76542|INTZ_ECOLI	tyrosine	NA
tyrosine__sp|P96629|INT_BACSU	tyrosine	NA
tyrosine__sp|Q0PA27|XERH_CAMJE	tyrosine	NA
tyrosine__sp|Q2FZ30|XERC_STAA8	tyrosine	NA
tyrosine__sp|Q38067|INTG_BPPF1	tyrosine	NA
tyrosine__sp|Q38361|VINT_BPMD2	tyrosine	NA
tyrosine__sp|B2U7W2|XERC_RALPJ	tyrosine	NA
tyrosine__sp|B7IFN3|XER_THEAB	tyrosine	NA
tyrosine__sp|B9DTS3|XERDL_STRU0	tyrosine	NA
tyrosine__sp|C4ZGY6|XER_AGARV	tyrosine	NA
tyrosine__sp|O10330|VLF1_NPVOP	tyrosine	NA
tyrosine__sp|O26979|XERA_METTH	tyrosine	NA
tyrosine__sp|O35009|YOEC_BACSU	tyrosine	NA
tyrosine__sp|O50655|XERD_SELRU	tyrosine	NA
tyrosine__sp|O66403|YZ09_AQUAE	tyrosine	NA
tyrosine__sp|P0A050|TNPA_STAAM	tyrosine	NA
tyrosine__sp|P0A053|TNPB_STAAM	tyrosine	NA
tyrosine__sp|P10020|TNRI_BACTU	tyrosine	NA
tyrosine__sp|P15435|INTR_STRAM	tyrosine	NA
tyrosine__sp|P16470|RCI2_ECOLX	tyrosine	NA
tyrosine__sp|P18021|REDM_ECOLX	tyrosine	NA
tyrosine__sp|P20184|YT23_STRFR	tyrosine	NA
tyrosine__sp|P22886|TNR6_ENTFL	tyrosine	NA
tyrosine__sp|P45198|Y1424_HAEIN	tyrosine	NA
tyrosine__sp|P46495|Y1572_HAEIN	tyrosine	NA
tyrosine__sp|P55429|Y4EF_SINFN	tyrosine	NA
tyrosine__sp|P55457|Y4GA_SINFN	tyrosine	NA
tyrosine__sp|P55459|Y4GC_SINFN	tyrosine	NA
tyrosine__sp|P55634|Y4RA_SINFN	tyrosine	NA
tyrosine__sp|P55635|Y4RB_SINFN	tyrosine	NA
tyrosine__sp|P55636|Y4RC_SINFN	tyrosine	NA
tyrosine__sp|P55637|Y4RD_SINFN	tyrosine	NA
tyrosine__sp|P55638|Y4RE_SINFN	tyrosine	NA
tyrosine__sp|P55639|Y4RF_SINFN	tyrosine	NA
tyrosine__sp|P72680|XER_SYNY3	tyrosine	NA
tyrosine__sp|P9WMB3|INT2_MYCTU	tyrosine	NA
tyrosine__sp|Q7ZAM8|XERC_LEPIN	tyrosine	NA
tyrosine__sp|Q8KRZ2|XER_PSESX	tyrosine	NA
tyrosine__sp|Q8NNZ9|XERC_CORGL	tyrosine	NA
tyrosine__sp|Q8Y7K0|XERC_LISMO	tyrosine	NA
tyrosine__sp|Q980D9|XERA_SACS2	tyrosine	NA
tyrosine__sp|Q9F771|XER_PSEAI	tyrosine	NA
tyrosine__sp|A0LEB8|XERC_SYNFM	tyrosine	NA
tyrosine__sp|A0QVB4|XERC_MYCS2	tyrosine	NA
tyrosine__sp|A1AKP9|XERC_PELPD	tyrosine	NA
tyrosine__sp|A1KS31|XERC_NEIMF	tyrosine	NA
tyrosine__sp|A4W3D3|XERDL_STRS2	tyrosine	NA
tyrosine__sp|A5D2W6|XERC_PELTS	tyrosine	NA
tyrosine__sp|A8AYT9|XERDL_STRGC	tyrosine	NA
tyrosine__sp|A8F033|XERC_RICCK	tyrosine	NA
tyrosine__sp|A9B1E0|XERC_HERA2	tyrosine	NA
tyrosine__sp|B0BCM4|GP8D_CHLT2	tyrosine	NA
tyrosine__sp|B2A335|XERC_NATTJ	tyrosine	NA
tyrosine__sp|Q8PGR5|XERD_XANC3	tyrosine	NA
tyrosine__sp|Q8R890|XERCL_CALS4	tyrosine	NA
tyrosine__sp|Q8RA66|XERC_CALS4	tyrosine	NA
tyrosine__sp|Q8RAB1|XER_CALS4	tyrosine	NA
tyrosine__sp|Q8XTL6|XERC2_RALN1	tyrosine	NA
tyrosine__sp|Q93C64|XERD_LACCA	tyrosine	NA
tyrosine__sp|Q97HE5|XER_CLOAB	tyrosine	NA
tyrosine__sp|Q98FX8|XERD_RHILO	tyrosine	NA
tyrosine__sp|Q9A437|XERD_CAUVC	tyrosine	NA
tyrosine__sp|Q9CI63|P2IN_LACLA	tyrosine	NA
tyrosine__sp|Q9CPF0|XERD_PASMU	tyrosine	NA
tyrosine__sp|Q9JV76|XERD_NEIMA	tyrosine	NA
tyrosine__sp|Q9KA25|XERC_HALH5	tyrosine	NA
tyrosine__sp|Q9PQS0|XER_UREPA	tyrosine	NA
tyrosine__sp|Q03MF7|XERDL_STRTD	tyrosine	NA
tyrosine__sp|Q04A03|XERC_LACDB	tyrosine	NA
tyrosine__sp|Q0VM16|XERC_ALCBS	tyrosine	NA
tyrosine__sp|Q1D804|XERC_MYXXD	tyrosine	NA
tyrosine__sp|Q1J8B0|XERDL_STRPF	tyrosine	NA
tyrosine__sp|Q1QSU9|XERC_CHRI1	tyrosine	NA
tyrosine__sp|Q1RHT1|XERD_RICBR	tyrosine	NA
tyrosine__sp|Q2LT92|XERC_SYNAS	tyrosine	NA
tyrosine__sp|Q3JZT9|XERDL_STRA1	tyrosine	NA
tyrosine__sp|Q3SVJ8|XERC_NITWN	tyrosine	NA
tyrosine__sp|Q44217|XISC_NOSS1	tyrosine	NA
tyrosine__sp|Q47036|INTL_ECOLX	tyrosine	NA
tyrosine__sp|Q49890|XERD_MYCLE	tyrosine	NA
tyrosine__sp|Q57813|Y367_METJA	tyrosine	NA
tyrosine__sp|Q58180|Y770_METJA	tyrosine	NA
tyrosine__sp|Q5JHA3|XERA_THEKO	tyrosine	NA
tyrosine__sp|Q72SA5|XERD_LEPIC	tyrosine	NA
tyrosine__sp|Q73NE4|XERC_TREDE	tyrosine	NA
tyrosine__sp|Q7NVH1|XERC_CHRVO	tyrosine	NA
tyrosine__sp|Q7ZAP1|XERD_BIFLO	tyrosine	NA
tyrosine__sp|Q8KBZ5|XERC_CHLTE	tyrosine	NA
tyrosine__sp|Q8KET0|XERD_CHLTE	tyrosine	NA
tyrosine__sp|Q8KUV2|XER_SYNE7	tyrosine	NA
transposase__sp|O95789|ZMYM6_HUMAN	transposase	NA
transposase__sp|P07636|TNPA_BPMU	transposase	NA
transposase__sp|P11260|LORF1_MOUSE	transposase	NA
transposase__sp|Q46731|TN5P_ECOLX	transposase	NA
transposase__sp|Q47152|RAYT_ECOLI	transposase	NA
transposase__sp|Q53H47|SETMR_HUMAN	transposase	NA
transposase__sp|Q7DF83|DRA2A_DEIRA	transposase	NA
transposase__sp|Q7JQ07|MOS1T_DROMA	transposase	NA
transposase__sp|Q80UJ9|SETMR_MOUSE	transposase	NA
transposase__sp|Q9M2N5|DSLE_ARATH	transposase	NA
transposase__sp|D3YZI9|PGBD5_MOUSE	transposase	NA
transposase__sp|P59444|INSC_SHIFL	transposase	NA
transposase__sp|Q5T7N2|LITD1_HUMAN	transposase	NA
transposase__sp|Q6R2W3|SCND3_HUMAN	transposase	NA
transposase__sp|Q7M3K2|PELET_DROME	transposase	NA
transposase__sp|Q9H5L6|THAP9_HUMAN	transposase	NA
transposase__sp|P03934|TC1A_CAEEL	transposase	NA
transposase__sp|P12258|HOBOT_DROME	transposase	NA
transposase__sp|P19769|INSK_ECOLI	transposase	NA
transposase__sp|P34257|TC3A_CAEEL	transposase	NA
transposase__sp|P35878|T904_LACLA	transposase	NA
transposase__sp|P59696|T200_SALTY	transposase	NA
transposase__sp|Q0JMB2|RSLE4_ORYSJ	transposase	NA
transposase__sp|Q587J6|LITD1_MOUSE	transposase	NA
transposase__sp|Q6AZB8|HARB1_DANRE	transposase	NA
transposase__sp|Q79CE8|T1353_SHIFL	transposase	NA
transposase__sp|A0A385XJE6|INH21_ECOLI	transposase	NA
transposase__sp|A4Z943|ZBED5_BOVIN	transposase	NA
transposase__sp|A4Z945|F200C_BOVIN	transposase	NA
transposase__sp|A5TY79|TRA9_MYCTA	transposase	NA
transposase__sp|O05069|TRA_HAEIN	transposase	NA
transposase__sp|O05086|Y1721_HAEIN	transposase	NA
transposase__sp|O41107|A625_PBCV1	transposase	NA
transposase__sp|P03009|TRA2_ECOLX	transposase	NA
transposase__sp|P03835|INSG_ECOLI	transposase	NA
transposase__sp|P08770|TRA1_MAIZE	transposase	NA
transposase__sp|P0A043|T431_STAAM	transposase	NA
transposase__sp|P0A048|TRAC_STAAN	transposase	NA
transposase__sp|P0A050|TNPA_STAAM	transposase	NA
transposase__sp|P0A053|TNPB_STAAM	transposase	NA
transposase__sp|P0A135|TRA6_SHIFL	transposase	NA
transposase__sp|P0ADH4|INSEP_ECO11	transposase	NA
transposase__sp|Q05309|T1151_CLOPF	transposase	NA
transposase__sp|Q06126|TNPA_BORPP	transposase	NA
transposase__sp|Q08082|T6501_BRUO2	transposase	NA
transposase__sp|Q45618|TRA6_GEOSE	transposase	NA
transposase__sp|Q45968|TRA1_COXBU	transposase	NA
transposase__sp|Q47718|INSO2_ECOLI	transposase	NA
transposase__sp|Q48514|TRA3_LEPBO	transposase	NA
transposase__sp|Q50700|Y3428_MYCTU	transposase	NA
transposase__sp|Q51649|T408_BURM1	transposase	NA
transposase__sp|Q52873|TRA5_RHIME	transposase	NA
transposase__sp|Q53201|Y4UI_SINFN	transposase	NA
transposase__sp|Q54513|TRA2_STREE	transposase	NA
transposase__sp|Q5UPI0|YR104_MIMIV	transposase	NA
transposase__sp|Q5URB4|YR186_MIMIV	transposase	NA
transposase__sp|Q64NF0|TNPA_BACFR	transposase	NA
transposase__sp|Q79E92|YKGN_ECOLI	transposase	NA
transposase__sp|Q99335|T232_BACTB	transposase	NA
transposase__sp|Q9HI37|TPF20_PSEAE	transposase	NA
transposase__sp|O05023|Y493_HAEIN	transposase	NA
transposase__sp|O35003|T1214_ARCFU	transposase	NA
transposase__sp|O86236|Y132A_HAEIN	transposase	NA
transposase__sp|P14707|YM3_STRCO	transposase	NA
transposase__sp|P55615|Y4PF_SINFN	transposase	NA
transposase__sp|P55620|Y4PO_SINFN	transposase	NA
transposase__sp|P55626|Y4QE_SINFN	transposase	NA
transposase__sp|P55631|Y4QJ_SINFN	transposase	NA
transposase__sp|P55643|Y4RJ_SINFN	transposase	NA
transposase__sp|P59787|TRA6_ENTFA	transposase	NA
transposase__sp|Q2EEQ8|YBFQ_ECOLI	transposase	NA
transposase__sp|Q45620|T5377_GEOSE	transposase	NA
transposase__sp|Q53198|Y4UE_SINFN	transposase	NA
transposase__sp|Q55566|T4SA_SYNY3	transposase	NA
transposase__sp|Q56897|TRA8_YEREN	transposase	NA
transposase__sp|Q9XEC1|Y4443_ARATH	transposase	NA
transposase__sp|P0CF60|INSD8_ECOLI	transposase	NA
transposase__sp|P0CF61|INSD9_ECOLI	transposase	NA
transposase__sp|P0CF79|INSF1_ECOLI	transposase	NA
transposase__sp|P0CF90|INSI4_ECOLI	transposase	NA
transposase__sp|P0CF91|INSL1_ECOLI	transposase	NA
transposase__sp|P0CX05|TH11_HALSA	transposase	NA
transposase__sp|P10021|TNPA_BACTU	transposase	NA
transposase__sp|P11257|T341_ECOLX	transposase	NA
transposase__sp|P16944|ISTA_SHISO	transposase	NA
transposase__sp|P18416|TRA3_STAAU	transposase	NA
transposase__sp|P20189|TNPA_STRFR	transposase	NA
transposase__sp|P22886|TNR6_ENTFL	transposase	NA
transposase__sp|P23393|T112_STRAL	transposase	NA
transposase__sp|P24536|T402_BURCE	transposase	NA
transposase__sp|P24575|TRA6_BURM1	transposase	NA
transposase__sp|P24607|T801_PSESH	transposase	NA
transposase__sp|P28917|YDCC_ECOLI	transposase	NA
transposase__sp|P30192|INSZ_ECOLI	transposase	NA
transposase__sp|P35879|TRA_CORDP	transposase	NA
transposase__sp|P35880|TRA1_LACHE	transposase	NA
transposase__sp|P35881|TRA5_LACLA	transposase	NA
transposase__sp|P35883|TRA0_MYCSM	transposase	NA
transposase__sp|P35884|TRA2_ACIFR	transposase	NA
transposase__sp|P37245|TRA1_STRSL	transposase	NA
transposase__sp|P37247|TRA4_BACFG	transposase	NA
transposase__sp|P37248|TRA8_CUPMC	transposase	NA
transposase__sp|P39212|INSN2_ECOLI	transposase	NA
transposase__sp|P39213|INSN_SHIDY	transposase	NA
transposase__sp|P43965|Y217_HAEIN	transposase	NA
transposase__sp|P51565|TNP9_ECOLX	transposase	NA
transposase__sp|P55373|Y4BF_SINFN	transposase	NA
transposase__sp|P55379|Y4BL_SINFN	transposase	NA
transposase__sp|P55729|Y4ZB_SINFN	transposase	NA
transposase__sp|P60231|TRA1_MYCBO	transposase	NA
transposase__sp|P75680|INSO1_ECOLI	transposase	NA
transposase__sp|P76119|YNCI_ECOLI	transposase	NA
transposase__sp|P81315|Y85A_METJA	transposase	NA
transposase__sp|P9WKH7|TS57_MYCTU	transposase	NA
transposase__sp|Q00037|TNPA_ECOLI	transposase	NA
transposase__sp|Q00461|T701_MICDP	transposase	NA
transposase__sp|Q00462|T702_MICDP	transposase	NA
transposase__sp|Q00840|T1106_NEIMI	transposase	NA
transposase__sp|Q02404|T231F_BACTI	transposase	NA
transposase__sp|Q04222|TRA1_COMTE	transposase	NA
